27,51.4200
29,918.0000
43,76.0000
26,211.8200
58,89.0800
51,0.0000
1,996.0000
24,115.6400
58,329.5600
23,113.9200
56,208.0000
51,339.1600
12,0.0000
18,199.3600
44,1183.9800
61,1641.6000
47,93.8400
15,542.3800
51,425.7000
42,103.6200
24,153.8600
34,954.4800
24,247.7400
12,92.3200
18,351.9800
19,507.4200
44,1697.8200
39,672.3000
23,167.4000
64,85.1200
12,433.6200
51,19.6000
19,15.4000
23,134.6400
23,565.2600
51,717.7400
12,395.8000
44,513.7600
18,2433.6000
64,214.2000
19,230.2600
19,2467.2400
12,405.4000
62,174.4000
51,918.7400
39,168.4400
61,43.3600
19,3228.3400
32,397.8000
12,203.4400
57,453.4800
19,548.8600
58,895.8400
5,274.8800
4,313.6000
51,373.8400
57,288.9200
43,0.0000
36,1434.2400
18,15103.2000
61,1112.4800
19,87.6400
48,339.9000
19,1733.5000
19,140.0800
33,136.6400
44,251.0200
18,624.0000
44,1719.7800
57,374.1200
18,5324.8000
29,124.9400
36,108.8000
57,1183.1200
18,607.9600
57,4273.0600
62,510.6400
12,340.3800
57,60.7200
43,536.4000
51,266.4000
18,511.8000
18,424.8200
57,2804.2800
57,111.8600
57,1444.2600
25,272.8200
61,92.8200
19,295.1400
57,482.3800
31,318.1600
43,176.8000
19,130.1200
57,480.1200
23,90.4400
31,826.8800
57,250.7600
64,738.2000
47,318.4000
12,1113.7000
44,184.3000
12,171.9800
19,5215.2200
19,415.1000
35,678.6400
35,380.1800
54,1411.2400
19,1276.9400
18,206.4000
26,72.0000
24,215.8600
19,414.4600
41,348.8000
44,646.8600
51,71.9800
57,1831.0400
32,226.1000
64,259.7600
33,796.8000
33,189.0000
47,1550.2800
56,297.5000
57,165.6200
56,0.0000
12,207.6000
54,532.2200
57,771.8600
15,95.0400
61,235.6200
57,840.0200
19,224.1000
1,76.0000
61,532.9400
41,225.4200
19,542.0600
33,696.0000
14,1084.8000
19,284.7200
55,7448.3200
64,380.9600
23,113.2600
19,401.9800
19,1282.9600
57,969.7400
53,954.0000
32,62.1600
31,397.2600
44,302.8800
13,863.1600
18,275.4000
4,4191.4800
41,166.4000
13,219.0000
41,2706.4000
57,552.8600
51,642.6000
43,319.9800
57,539.5200
24,736.1200
12,88.3800
33,288.1200
41,69.7800
58,139.5600
12,418.1800
28,139.5600
19,128.1800
19,1615.2800
32,90.2000
51,451.8000
47,254.7200
24,6094.8400
64,352.0000
43,350.3000
43,584.0000
49,396.0000
18,393.6000
18,984.0000
59,87.3600
38,0.0000
27,417.6000
57,1724.6200
41,507.3800
19,351.2600
41,4116.4800
33,169.5800
54,161.9000
23,377.9800
57,380.9400
25,265.6000
64,211.8200
44,80.9000
51,414.4000
33,85.1200
19,8406.9400
19,0.0000
43,1728.0000
19,87.3600
61,139.5600
19,34.7600
33,41.4400
31,9043.2000
18,159.7600
28,272.5600
43,3450.2400
41,956.0000
61,270.6400
12,398.8000
54,192.2400
28,694.8000
25,2529.4000
12,253.8800
42,296.6400
12,210.2400
51,0.0000
57,1801.2000
22,1668.9800
48,76.8600
19,274.4200
24,186.6000
32,335.9000
51,49.0000
43,142.4000
12,2618.5200
19,113.9600
57,422.3200
43,319.6000
23,338.6400
57,560.3000
32,288.0000
1,284.8000
19,4316.2800
33,139.5600
19,86.5600
1,117.2600
51,1208.7000
12,99.0800
44,513.5600
44,472.2200
44,162.8000
12,302.2400
12,1096.4800
18,2037.4600
43,970.2000
12,133.0000
43,1318.4600
47,471.2400
51,165.2000
43,856.8000
31,42.0000
28,528.6000
57,1185.1200
18,126.7200
33,202.6400
41,862.8000
58,439.8000
23,157.8000
12,601.6800
19,938.7200
61,685.4400
55,81.0200
18,617.7000
19,607.2200
44,575.6600
23,232.0000
62,139.5600
57,436.7800
47,163.8000
19,303.5600
41,318.4000
12,432.0400
47,108.8000
12,61.9400
34,2206.6000
26,148.2800
12,344.2600
24,1328.0000
62,220.7600
12,117.4000
57,2192.0600
51,242.6800
62,120.9600
32,381.4400
15,176.1200
19,560.2400
39,433.0200
32,40.3200
14,527.0000
31,2641.8000
23,814.6400
18,336.0000
63,318.4000
59,126.4000
43,238.4000
44,162.9800
31,231.5800
23,270.4000
33,280.7000
62,748.9000
27,1728.0000
43,886.7200
54,316.2400
18,540.8000
19,587.2400
61,784.0000
4,2376.6000
19,635.5800
1,929.9000
12,675.9200
57,397.3800
26,178.0000
25,829.9400
41,664.1400
19,92.1600
56,1540.2000
57,661.0200
12,218.3000
19,658.6200
54,138.9800
32,735.9600
1,310.2400
12,224.4600
57,983.7800
18,712.0000
12,580.5200
61,396.8000
18,772.4800
56,348.8000
32,68.1000
57,101.1800
12,166.6800
43,646.0000
47,1273.6000
12,218.8400
34,176.0000
23,3673.6000
12,268.1400
48,35.2800
31,158.4000
62,89.8600
47,124.9400
25,126.7200
19,543.0600
44,777.4200
43,132.1600
51,292.1200
56,1035.2000
51,505.4000
32,59.8800
47,203.7000
54,343.8800
57,1073.8400
36,544.0000
57,1156.9400
12,199.5600
28,757.1200
51,81.8000
23,155.2400
54,664.9400
56,572.4000
24,212.1000
23,763.2000
51,236.6200
62,540.0000
44,1875.2400
61,288.0000
64,89.9600
51,0.0000
43,0.0000
33,116.6200
45,174.4400
49,164.2200
47,1442.6800
18,1205.1200
34,113.7000
43,1111.5200
58,485.8400
44,117.7200
41,284.8000
56,158.4000
18,206.6000
14,108.2000
32,88.4800
44,674.5200
19,273.4800
32,180.2000
57,725.7000
57,962.8200
41,1053.1000
55,968.0000
23,350.8800
26,139.7400
51,71.7200
27,507.9600
18,214.0400
41,135.6600
31,604.8000
4,124.1000
47,135.8000
12,217.6600
12,110.3600
33,238.4000
32,567.2600
12,711.6600
58,486.8800
4,506.9400
24,663.4000
19,1223.3000
51,0.0000
31,321.8600
57,160.5200
33,244.6000
36,1232.0000
13,271.8400
35,158.1000
19,194.6200
43,668.8000
33,438.8800
62,76.0000
62,102.4000
19,120.7600
32,2218.3000
25,186.0000
1,206.4000
34,70.0000
26,238.4000
18,191.9800
47,158.0000
64,888.8600
58,915.7200
41,153.8600
41,732.3200
57,134.3000
1,672.0000
57,2333.6800
47,140.4000
1,10.9800
56,472.0000
54,561.6000
54,72.7200
24,385.2000
31,133.4400
23,353.7200
51,161.9000
51,129.7400
51,614.9600
19,277.7800
44,170.8000
33,60.4800
57,478.0400
24,0.0000
47,208.0000
57,1091.1600
42,685.3600
24,282.2000
57,170.4600
19,293.2400
33,165.7800
12,332.7600
57,1247.6800
57,990.4200
18,229.4800
18,72.0000
12,2626.6000
33,180.1800
13,2213.5000
4,433.4400
54,955.6400
53,1092.0000
36,1471.9800
18,93.4600
57,758.6200
48,509.8200
51,81.0200
61,129.9200
44,1725.1600
32,1074.4000
57,601.8800
19,648.4200
37,84.0000
23,144.0000
43,756.0000
32,308.9000
57,431.2600
49,19.6000
